mode,N,ticks,threads,time_ms,std_time_ms,avg_flow,avg_stopped,speedup,efficiency
SEQUENTIAL,3000,1000,1,67.66666666666667,0.5773502691896257,440.386,2559.614,1.0,1.0
PARALLEL,3000,1000,2,86.0,6.082762530298219,440.386,2559.614,0.7868217054263567,0.3934108527131783
PARALLEL,3000,1000,4,99.66666666666667,5.507570547286102,440.386,2559.614,0.6789297658862876,0.1697324414715719
PARALLEL,3000,1000,8    |,115.33333333333333,5.773502691896257,440.386,2559.614,0.5867052023121387,0.07333815028901734
PARALLEL,3000,1000,10,116.0,4.58257569495584,440.386,2559.614,0.5833333333333334,0.058333333333333334
PARALLEL,3000,1000,16,159.0,30.04995840263344,440.386,2559.614,0.4255765199161426,0.026598532494758912
