mode,N,ticks,threads,time_ms,std_time_ms,avg_flow,avg_stopped,speedup,efficiency
SEQUENTIAL,4000,4000,1,226.0,4.58257569495584,153.49125,3846.5087499999995,1.0,1.0
PARALLEL,4000,4000,2,250.66666666666666,1.5275252316519465,153.49125,3846.5087499999995,0.9015957446808511,0.45079787234042556
PARALLEL,4000,4000,4,282.0,35.510561809129406,153.49125,3846.5087499999995,0.8014184397163121,0.20035460992907803
PARALLEL,4000,4000,8,356.6666666666667,1.1547005383792517,153.49125,3846.5087499999995,0.633644859813084,0.0792056074766355
PARALLEL,4000,4000,10,490.0,82.86736390159881,153.49125,3846.5087499999995,0.46122448979591835,0.046122448979591835
