grid,mode,N,ticks,threads,reps,time_ms,std_time_ms,avg_flow,avg_stopped,speedup,efficiency
grids/huge.txt,PARALLEL,1000,1000,4,5,61.2,4.43846820423443,321.838,678.162,0.49346405228758167,0.12336601307189542
grids/huge.txt,PARALLEL,1000,1000,8,5,84.2,1.0954451150103321,321.838,678.162,0.3586698337292161,0.044833729216152016
grids/huge.txt,PARALLEL,1000,1000,10,5,87.6,5.683308895353129,321.838,678.162,0.3447488584474886,0.03447488584474886
grids/huge.txt,PARALLEL,1000,1000,16,5,119.8,1.6431676725154982,321.838,678.162,0.25208681135225375,0.01575542570951586
grids/huge.txt,SEQUENTIAL,1500,1000,1,5,39.2,0.4472135954999579,403.394,1096.606,1.0,1.0
grids/huge.txt,PARALLEL,1500,1000,1,5,54.0,0.0,403.394,1096.606,0.725925925925926,0.725925925925926
grids/huge.txt,PARALLEL,1500,1000,2,5,50.0,0.0,403.394,1096.606,0.784,0.392
grids/huge.txt,PARALLEL,1500,1000,4,5,57.4,2.073644135332772,403.394,1096.606,0.6829268292682927,0.17073170731707318
grids/huge.txt,PARALLEL,1500,1000,8,5,90.0,0.0,403.394,1096.606,0.4355555555555556,0.05444444444444445
grids/huge.txt,PARALLEL,1500,1000,10,5,96.6,0.5477225575051661,403.394,1096.606,0.4057971014492754,0.04057971014492754
grids/huge.txt,PARALLEL,1500,1000,16,5,125.8,1.0954451150103321,403.394,1096.606,0.3116057233704293,0.01947535771065183
grids/huge.txt,SEQUENTIAL,2000,1000,1,5,47.0,0.0,451.326,1548.674,1.0,1.0
grids/huge.txt,PARALLEL,2000,1000,1,5,64.8,0.4472135954999579,451.326,1548.674,0.7253086419753086,0.7253086419753086
grids/huge.txt,PARALLEL,2000,1000,2,5,56.8,0.4472135954999579,451.326,1548.674,0.8274647887323944,0.4137323943661972
grids/huge.txt,PARALLEL,2000,1000,4,5,60.8,0.4472135954999579,451.326,1548.674,0.7730263157894737,0.19325657894736842
grids/huge.txt,PARALLEL,2000,1000,8,5,93.2,0.8366600265340756,451.326,1548.674,0.5042918454935622,0.06303648068669528
grids/huge.txt,PARALLEL,2000,1000,10,5,100.8,1.0954451150103321,451.326,1548.674,0.4662698412698413,0.04662698412698413
grids/huge.txt,PARALLEL,2000,1000,16,5,131.4,2.1908902300206643,451.326,1548.674,0.3576864535768645,0.022355403348554032
grids/huge.txt,SEQUENTIAL,2500,1000,1,5,55.2,0.4472135954999579,506.838,1993.1619999999998,1.0,1.0
grids/huge.txt,PARALLEL,2500,1000,1,5,74.6,0.5477225575051661,506.838,1993.1619999999998,0.739946380697051,0.739946380697051
grids/huge.txt,PARALLEL,2500,1000,2,5,62.2,0.4472135954999579,506.838,1993.1619999999998,0.887459807073955,0.4437299035369775
grids/huge.txt,PARALLEL,2500,1000,4,5,66.0,1.224744871391589,506.838,1993.1619999999998,0.8363636363636364,0.2090909090909091
grids/huge.txt,PARALLEL,2500,1000,8,5,95.2,1.9235384061671343,506.838,1993.1619999999998,0.5798319327731093,0.07247899159663866
grids/huge.txt,PARALLEL,2500,1000,10,5,104.6,0.5477225575051661,506.838,1993.1619999999998,0.5277246653919695,0.05277246653919695
grids/huge.txt,PARALLEL,2500,1000,16,5,133.0,1.7320508075688772,506.838,1993.1619999999998,0.4150375939849624,0.02593984962406015
grids/huge.txt,SEQUENTIAL,3000,1000,1,5,58.2,0.4472135954999579,440.3860000000001,2559.614,1.0,1.0
grids/huge.txt,PARALLEL,3000,1000,1,5,79.0,0.0,440.3860000000001,2559.614,0.7367088607594937,0.7367088607594937
grids/huge.txt,PARALLEL,3000,1000,2,5,72.0,17.88854381999832,440.3860000000001,2559.614,0.8083333333333333,0.4041666666666667
grids/huge.txt,PARALLEL,3000,1000,4,5,66.0,0.0,440.3860000000001,2559.614,0.8818181818181818,0.22045454545454546
grids/huge.txt,PARALLEL,3000,1000,8,5,97.0,0.0,440.3860000000001,2559.614,0.6,0.075
grids/huge.txt,PARALLEL,3000,1000,10,5,104.8,0.4472135954999579,440.3860000000001,2559.614,0.5553435114503817,0.05553435114503817
grids/huge.txt,PARALLEL,3000,1000,16,5,131.8,1.0954451150103324,440.3860000000001,2559.614,0.44157814871016693,0.027598634294385433
grids/huge.txt,SEQUENTIAL,3500,1000,1,5,56.6,0.5477225575051661,303.099,3196.901,1.0,1.0
grids/huge.txt,PARALLEL,3500,1000,1,5,78.8,0.4472135954999579,303.099,3196.901,0.718274111675127,0.718274111675127
grids/huge.txt,PARALLEL,3500,1000,2,5,63.2,0.4472135954999579,303.099,3196.901,0.8955696202531646,0.4477848101265823
grids/huge.txt,PARALLEL,3500,1000,4,5,64.4,2.1908902300206643,303.099,3196.901,0.8788819875776397,0.21972049689440992
grids/huge.txt,PARALLEL,3500,1000,8,5,94.6,0.8944271909999159,303.099,3196.901,0.5983086680761099,0.07478858350951374
grids/huge.txt,PARALLEL,3500,1000,10,5,104.0,0.7071067811865476,303.099,3196.901,0.5442307692307693,0.05442307692307693
grids/huge.txt,PARALLEL,3500,1000,16,5,133.0,2.23606797749979,303.099,3196.901,0.4255639097744361,0.026597744360902256
grids/huge.txt,SEQUENTIAL,4000,1000,1,5,51.0,0.0,159.355,3840.6449999999995,1.0,1.0
grids/huge.txt,PARALLEL,4000,1000,1,5,71.6,0.8944271909999159,159.355,3840.6449999999995,0.7122905027932962,0.7122905027932962
grids/huge.txt,PARALLEL,4000,1000,2,5,61.0,0.0,159.355,3840.6449999999995,0.8360655737704918,0.4180327868852459
grids/huge.txt,PARALLEL,4000,1000,4,5,60.6,0.5477225575051661,159.355,3840.6449999999995,0.8415841584158416,0.2103960396039604
grids/huge.txt,PARALLEL,4000,1000,8,5,91.4,1.51657508881031,159.355,3840.6449999999995,0.5579868708971554,0.06974835886214442
grids/huge.txt,PARALLEL,4000,1000,10,5,102.2,0.4472135954999579,159.355,3840.6449999999995,0.49902152641878667,0.049902152641878667
grids/huge.txt,PARALLEL,4000,1000,16,5,128.4,0.5477225575051661,159.355,3840.6449999999995,0.397196261682243,0.024824766355140186
grids/huge.txt,SEQUENTIAL,500,2000,1,5,39.8,0.4472135954999579,220.5,279.5,1.0,1.0
grids/huge.txt,PARALLEL,500,2000,1,5,54.4,2.5099800796022267,220.5,279.5,0.7316176470588235,0.7316176470588235
grids/huge.txt,PARALLEL,500,2000,2,5,63.0,1.4142135623730951,220.5,279.5,0.6317460317460317,0.31587301587301586
grids/huge.txt,PARALLEL,500,2000,4,5,95.0,2.8284271247461903,220.5,279.5,0.4189473684210526,0.10473684210526316
grids/huge.txt,PARALLEL,500,2000,8,5,168.8,25.410627697874762,220.5,279.5,0.23578199052132698,0.029472748815165872
grids/huge.txt,PARALLEL,500,2000,10,5,170.8,1.7888543819998317,220.5,279.5,0.23302107728337235,0.023302107728337233
grids/huge.txt,PARALLEL,500,2000,16,5,226.8,1.9235384061671346,220.5,279.5,0.17548500881834214,0.010967813051146384
grids/huge.txt,SEQUENTIAL,1000,2000,1,5,59.2,0.4472135954999579,304.6855,695.3145,1.0,1.0
grids/huge.txt,PARALLEL,1000,2000,1,5,79.0,0.7071067811865476,304.6855,695.3145,0.7493670886075949,0.7493670886075949
grids/huge.txt,PARALLEL,1000,2000,2,5,81.0,0.7071067811865476,304.6855,695.3145,0.7308641975308642,0.3654320987654321
grids/huge.txt,PARALLEL,1000,2000,4,5,96.6,0.5477225575051661,304.6855,695.3145,0.6128364389233956,0.1532091097308489
grids/huge.txt,PARALLEL,1000,2000,8,5,166.0,0.7071067811865476,304.6855,695.3145,0.3566265060240964,0.04457831325301205
grids/huge.txt,PARALLEL,1000,2000,10,5,178.4,1.3416407864998738,304.6855,695.3145,0.33183856502242154,0.033183856502242155
grids/huge.txt,PARALLEL,1000,2000,16,5,236.2,1.3038404810405297,304.6855,695.3145,0.25063505503810335,0.01566469093988146
grids/huge.txt,SEQUENTIAL,1500,2000,1,5,78.2,0.4472135954999579,384.3835,1115.6165,1.0,1.0
grids/huge.txt,PARALLEL,1500,2000,1,5,105.2,1.0954451150103321,384.3835,1115.6165,0.7433460076045627,0.7433460076045627
grids/huge.txt,PARALLEL,1500,2000,2,5,97.6,0.5477225575051661,384.3835,1115.6165,0.8012295081967213,0.40061475409836067
grids/huge.txt,PARALLEL,1500,2000,4,5,107.6,1.3416407864998738,384.3835,1115.6165,0.7267657992565056,0.1816914498141264
grids/huge.txt,PARALLEL,1500,2000,8,5,173.2,1.4832396974191326,384.3835,1115.6165,0.45150115473441116,0.056437644341801395
grids/huge.txt,PARALLEL,1500,2000,10,5,184.6,7.635443667528429,384.3835,1115.6165,0.4236186348862406,0.04236186348862406
grids/huge.txt,PARALLEL,1500,2000,16,5,245.2,3.271085446759225,384.3835,1115.6165,0.31892332789559547,0.019932707993474717
grids/huge.txt,SEQUENTIAL,2000,2000,1,5,93.0,0.0,426.9435,1573.0565,1.0,1.0
grids/huge.txt,PARALLEL,2000,2000,1,5,126.0,0.7071067811865476,426.9435,1573.0565,0.7380952380952381,0.7380952380952381
grids/huge.txt,PARALLEL,2000,2000,2,5,110.0,0.0,426.9435,1573.0565,0.8454545454545455,0.42272727272727273
grids/huge.txt,PARALLEL,2000,2000,4,5,115.8,1.3038404810405297,426.9435,1573.0565,0.8031088082901554,0.20077720207253885
grids/huge.txt,PARALLEL,2000,2000,8,5,180.6,1.6733200530681511,426.9435,1573.0565,0.5149501661129569,0.0643687707641196
grids/huge.txt,PARALLEL,2000,2000,10,5,195.6,2.6076809620810595,426.9435,1573.0565,0.47546012269938653,0.04754601226993865
grids/huge.txt,PARALLEL,2000,2000,16,5,248.6,2.073644135332772,426.9435,1573.0565,0.37409493161705554,0.02338093322606597
grids/huge.txt,SEQUENTIAL,2500,2000,1,5,110.8,0.4472135954999579,477.38,2022.6199999999997,1.0,1.0
grids/huge.txt,PARALLEL,2500,2000,1,5,156.0,21.805962487356524,477.38,2022.6199999999997,0.7102564102564103,0.7102564102564103
grids/huge.txt,PARALLEL,2500,2000,2,5,122.0,0.0,477.38,2022.6199999999997,0.9081967213114754,0.4540983606557377
grids/huge.txt,PARALLEL,2500,2000,4,5,129.0,2.9154759474226504,477.38,2022.6199999999997,0.8589147286821706,0.21472868217054264
grids/huge.txt,PARALLEL,2500,2000,8,5,187.8,1.4832396974191326,477.38,2022.6199999999997,0.5899893503727369,0.07374866879659212
grids/huge.txt,PARALLEL,2500,2000,10,5,201.6,1.140175425099138,477.38,2022.6199999999997,0.5496031746031746,0.054960317460317466
grids/huge.txt,PARALLEL,2500,2000,16,5,255.6,1.6733200530681511,477.38,2022.6199999999997,0.433489827856025,0.027093114241001564
grids/huge.txt,SEQUENTIAL,3000,2000,1,5,116.6,0.5477225575051661,432.3245,2567.6755,1.0,1.0
grids/huge.txt,PARALLEL,3000,2000,1,5,158.6,0.5477225575051661,432.3245,2567.6755,0.7351828499369483,0.7351828499369483
grids/huge.txt,PARALLEL,3000,2000,2,5,127.6,0.5477225575051661,432.3245,2567.6755,0.9137931034482759,0.45689655172413796
grids/huge.txt,PARALLEL,3000,2000,4,5,131.0,2.449489742783178,432.3245,2567.6755,0.8900763358778625,0.22251908396946563
grids/huge.txt,PARALLEL,3000,2000,8,5,188.0,1.5811388300841898,432.3245,2567.6755,0.6202127659574468,0.07752659574468085
grids/huge.txt,PARALLEL,3000,2000,10,5,205.4,2.8809720581775866,432.3245,2567.6755,0.5676728334956183,0.056767283349561826
grids/huge.txt,PARALLEL,3000,2000,16,5,261.4,1.6733200530681511,432.3245,2567.6755,0.44605967865340473,0.027878729915837796
grids/huge.txt,SEQUENTIAL,3500,2000,1,5,113.0,1.0,294.034,3205.966,1.0,1.0
grids/huge.txt,PARALLEL,3500,2000,1,5,160.0,3.7416573867739413,294.034,3205.966,0.70625,0.70625
grids/huge.txt,PARALLEL,3500,2000,2,5,128.0,3.24037034920393,294.034,3205.966,0.8828125,0.44140625
grids/huge.txt,PARALLEL,3500,2000,4,5,126.6,3.6469165057620936,294.034,3205.966,0.8925750394944708,0.2231437598736177
grids/huge.txt,PARALLEL,3500,2000,8,5,187.2,2.3874672772626644,294.034,3205.966,0.6036324786324787,0.07545405982905984
grids/huge.txt,PARALLEL,3500,2000,10,5,205.2,0.8366600265340756,294.034,3205.966,0.550682261208577,0.0550682261208577
grids/huge.txt,PARALLEL,3500,2000,16,5,279.6,33.15569332708939,294.034,3205.966,0.4041487839771101,0.025259298998569383
grids/huge.txt,SEQUENTIAL,4000,2000,1,5,104.6,3.6469165057620936,155.6485,3844.3514999999998,1.0,1.0
grids/huge.txt,PARALLEL,4000,2000,1,5,144.8,0.8366600265340756,155.6485,3844.3514999999998,0.7223756906077348,0.7223756906077348
grids/huge.txt,PARALLEL,4000,2000,2,5,123.2,0.4472135954999579,155.6485,3844.3514999999998,0.8490259740259739,0.42451298701298695
grids/huge.txt,PARALLEL,4000,2000,4,5,122.0,1.5811388300841898,155.6485,3844.3514999999998,0.8573770491803279,0.21434426229508197
grids/huge.txt,PARALLEL,4000,2000,8,5,183.0,0.7071067811865476,155.6485,3844.3514999999998,0.5715846994535518,0.07144808743169398
grids/huge.txt,PARALLEL,4000,2000,10,5,204.4,2.3021728866442674,155.6485,3844.3514999999998,0.5117416829745597,0.05117416829745597
grids/huge.txt,PARALLEL,4000,2000,16,5,258.0,2.8284271247461903,155.6485,3844.3514999999998,0.4054263565891473,0.025339147286821705
